global_cycle, cycle, observation, reward, action, explore_on, explored, explore_rate_g, total reward, average reward
218, 2, 0, 90, 0, 1, 1, 0.99, 190, 63.3333
219, 3, 0, 99, 1, 1, 1, 0.99, 289, 72.25
220, 4, 0, 90, 1, 1, 1, 0.99, 379, 75.8
221, 5, 0, 90, 1, 1, 1, 0.99, 469, 78.1667
222, 6, 0, 90, 3, 1, 1, 0.99, 559, 79.8571
223, 7, 0, 130, 1, -1, -1, -1, 689, 98.4286
224, 1, 0, 100, 1, 1, 1, 0.99, 100, 50
225, 2, 2, 99, 1, 1, 1, 0.99, 199, 66.3333
226, 3, 2, 99, 2, 1, 1, 0.99, 298, 74.5
227, 4, 2, 90, 2, 1, 1, 0.99, 388, 77.6
228, 5, 2, 90, 0, 1, 1, 0.99, 478, 79.6667
229, 6, 2, 99, 0, 1, 1, 0.99, 577, 82.4286
230, 7, 2, 90, 3, 1, 1, 0.99, 667, 83.375
231, 8, 2, 0, 1, -1, -1, -1, 667, 83.375
232, 1, 0, 100, 0, 1, 1, 0.99, 100, 50
233, 2, 0, 99, 3, 1, 1, 0.99, 199, 66.3333
234, 3, 0, 0, 1, -1, -1, -1, 199, 66.3333
235, 1, 0, 100, 0, 1, 1, 0.99, 100, 50
236, 2, 0, 99, 1, 1, 1, 0.99, 199, 66.3333
237, 3, 0, 90, 2, 1, 1, 0.99, 289, 72.25
238, 4, 0, 0, 1, -1, -1, -1, 289, 72.25
239, 1, 0, 100, 2, 1, 1, 0.99, 100, 50
240, 2, 0, 90, 2, 1, 1, 0.99, 190, 63.3333
241, 3, 0, 90, 3, 1, 1, 0.99, 280, 70
242, 4, 0, 90, 0, 1, 1, 0.99, 370, 74
243, 5, 0, 99, 0, 1, 1, 0.99, 469, 78.1667
244, 6, 0, 90, 0, 1, 1, 0.99, 559, 79.8571
245, 7, 0, 90, 0, 1, 1, 0.99, 649, 81.125
246, 8, 0, 90, 2, 1, 1, 0.99, 739, 82.1111
247, 9, 0, 0, 1, -1, -1, -1, 739, 82.1111
248, 1, 0, 100, 3, 1, 1, 0.99, 100, 50
249, 2, 0, 90, 3, 1, 1, 0.99, 190, 63.3333
250, 3, 0, 90, 2, 1, 1, 0.99, 280, 70
