cycle, observation, reward, action, explore_on, explored, explore_rate_g, total reward, average reward
8411, 10, 9, 3, 0, 0, 0.999, 28, 5.6
8412, 9, 9, 3, 0, 0, 0.999, 37, 6.16667
8413, 9, 0, 2, 0, 0, 0.999, 37, 5.28571
8414, 5, 9, 0, 0, 0, 0.999, 46, 5.75
8415, 9, 9, 0, 0, 0, 0.999, 55, 6.11111
8416, 9, 0, 1, 0, 0, 0.999, 55, 5.5
8417, 10, 9, 1, 0, 0, 0.999, 64, 5.81818
8418, 8, 9, 2, 0, 0, 0.999, 73, 6.08333
8419, 5, 9, 2, 0, 0, 0.999, 82, 6.30769
8420, 7, 20, 0, -1, -1, -1, 102, 7.84615
8421, 10, 10, 1, 0, 0, 0.999, 10, 5
8422, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8423, 5, 9, 2, 0, 0, 0.999, 28, 7
8424, 7, 20, 0, -1, -1, -1, 48, 12
8425, 10, 10, 1, 0, 0, 0.999, 10, 5
8426, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8427, 5, 9, 2, 0, 0, 0.999, 28, 7
8428, 7, 20, 0, -1, -1, -1, 48, 12
8429, 10, 10, 2, 0, 0, 0.999, 10, 5
8430, 10, 0, 1, 0, 0, 0.999, 10, 3.33333
8431, 8, 9, 1, 0, 0, 0.999, 19, 4.75
8432, 10, 9, 3, 0, 0, 0.999, 28, 5.6
8433, 8, 9, 2, 0, 0, 0.999, 37, 6.16667
8434, 5, 9, 2, 0, 0, 0.999, 46, 6.57143
8435, 7, 20, 0, -1, -1, -1, 66, 9.42857
8436, 10, 10, 1, 0, 0, 0.999, 10, 5
8437, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8438, 5, 9, 2, 0, 0, 0.999, 28, 7
8439, 7, 20, 0, -1, -1, -1, 48, 12
8440, 10, 10, 1, 0, 0, 0.999, 10, 5
8441, 8, 9, 1, 0, 0, 0.999, 19, 6.33333
8442, 10, 9, 3, 0, 0, 0.999, 28, 7
8443, 8, 9, 2, 0, 0, 0.999, 37, 7.4
8444, 5, 9, 2, 0, 0, 0.999, 46, 7.66667
8445, 7, 20, 0, -1, -1, -1, 66, 11
8446, 10, 10, 1, 0, 0, 0.999, 10, 5
8447, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8448, 5, 9, 2, 0, 0, 0.999, 28, 7
8449, 7, 20, 0, -1, -1, -1, 48, 12
8450, 10, 10, 1, 0, 0, 0.999, 10, 5
8451, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8452, 5, 9, 2, 0, 0, 0.999, 28, 7
8453, 7, 20, 0, -1, -1, -1, 48, 12
8454, 10, 10, 2, 0, 0, 0.999, 10, 5
8455, 10, 0, 1, 0, 0, 0.999, 10, 3.33333
8456, 8, 9, 1, 0, 0, 0.999, 19, 4.75
8457, 10, 9, 0, 0, 0, 0.999, 28, 5.6
8458, 10, 0, 3, 0, 0, 0.999, 28, 4.66667
8459, 8, 9, 2, 0, 0, 0.999, 37, 5.28571
8460, 5, 9, 2, 0, 0, 0.999, 46, 5.75
8461, 7, 20, 0, -1, -1, -1, 66, 8.25
8462, 10, 10, 3, 0, 0, 0.999, 10, 5
8463, 9, 9, 2, 0, 0, 0.999, 19, 6.33333
8464, 5, 9, 3, 0, 0, 0.999, 28, 7
8465, 5, 0, 2, 0, 0, 0.999, 28, 5.6
8466, 7, 9, 3, 0, 0, 0.999, 37, 6.16667
8467, 7, 0, 0, 0, 0, 0.999, 37, 5.28571
8468, 5, 9, 0, 0, 0, 0.999, 46, 5.75
8469, 9, 9, 0, 0, 0, 0.999, 55, 6.11111
8470, 9, 0, 1, 0, 0, 0.999, 55, 5.5
8471, 10, 9, 1, 0, 0, 0.999, 64, 5.81818
8472, 8, 9, 2, 0, 0, 0.999, 73, 6.08333
8473, 5, 9, 2, 0, 0, 0.999, 82, 6.30769
8474, 7, 20, 0, -1, -1, -1, 102, 7.84615
8475, 10, 10, 0, 0, 0, 0.999, 10, 5
8476, 10, 0, 1, 0, 0, 0.999, 10, 3.33333
8477, 8, 9, 2, 0, 0, 0.999, 19, 4.75
8478, 5, 9, 2, 0, 0, 0.999, 28, 5.6
8479, 7, 20, 0, -1, -1, -1, 48, 9.6
8480, 10, 10, 1, 0, 0, 0.999, 10, 5
8481, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8482, 5, 9, 2, 0, 0, 0.999, 28, 7
8483, 7, 20, 0, -1, -1, -1, 48, 12
8484, 10, 10, 0, 0, 0, 0.999, 10, 5
8485, 10, 0, 1, 0, 0, 0.999, 10, 3.33333
8486, 8, 9, 2, 0, 0, 0.999, 19, 4.75
8487, 5, 9, 2, 0, 0, 0.999, 28, 5.6
8488, 7, 20, 0, -1, -1, -1, 48, 9.6
8489, 10, 10, 3, 0, 0, 0.999, 10, 5
8490, 9, 9, 0, 0, 0, 0.999, 19, 6.33333
8491, 9, 0, 1, 0, 0, 0.999, 19, 4.75
8492, 10, 9, 3, 0, 0, 0.999, 28, 5.6
8493, 9, 9, 1, 0, 0, 0.999, 37, 6.16667
8494, 10, 9, 1, 0, 0, 0.999, 46, 6.57143
8495, 8, 9, 2, 0, 0, 0.999, 55, 6.875
8496, 5, 9, 2, 0, 0, 0.999, 64, 7.11111
8497, 7, 20, 0, -1, -1, -1, 84, 9.33333
8498, 10, 10, 1, 0, 0, 0.999, 10, 5
8499, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8500, 5, 9, 2, 0, 0, 0.999, 28, 7
8501, 7, 20, 0, -1, -1, -1, 48, 12
8502, 10, 10, 2, 0, 0, 0.999, 10, 5
8503, 10, 0, 1, 0, 0, 0.999, 10, 3.33333
8504, 8, 9, 2, 0, 0, 0.999, 19, 4.75
8505, 5, 9, 2, 0, 0, 0.999, 28, 5.6
8506, 7, 20, 0, -1, -1, -1, 48, 9.6
8507, 10, 10, 0, 0, 0, 0.999, 10, 5
8508, 10, 0, 3, 0, 0, 0.999, 10, 3.33333
8509, 9, 9, 1, 0, 0, 0.999, 19, 4.75
8510, 10, 9, 0, 0, 0, 0.999, 28, 5.6
8511, 10, 0, 0, 0, 0, 0.999, 28, 4.66667
8512, 10, 0, 2, 0, 0, 0.999, 28, 4
8513, 10, 0, 3, 0, 0, 0.999, 28, 3.5
8514, 9, 9, 1, 0, 0, 0.999, 37, 4.11111
8515, 10, 9, 2, 0, 0, 0.999, 46, 4.6
8516, 10, 0, 2, 0, 0, 0.999, 46, 4.18182
8517, 10, 0, 1, 0, 0, 0.999, 46, 3.83333
8518, 8, 9, 2, 0, 0, 0.999, 55, 4.23077
8519, 5, 9, 2, 0, 0, 0.999, 64, 4.57143
8520, 7, 20, 0, -1, -1, -1, 84, 6
8521, 10, 10, 2, 0, 0, 0.999, 10, 5
8522, 10, 0, 1, 0, 0, 0.999, 10, 3.33333
8523, 8, 9, 2, 0, 0, 0.999, 19, 4.75
8524, 5, 9, 2, 0, 0, 0.999, 28, 5.6
8525, 7, 20, 0, -1, -1, -1, 48, 9.6
8526, 10, 10, 0, 0, 0, 0.999, 10, 5
8527, 10, 0, 1, 0, 0, 0.999, 10, 3.33333
8528, 8, 9, 2, 0, 0, 0.999, 19, 4.75
8529, 5, 9, 2, 0, 0, 0.999, 28, 5.6
8530, 7, 20, 0, -1, -1, -1, 48, 9.6
8531, 10, 10, 1, 0, 0, 0.999, 10, 5
8532, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8533, 5, 9, 2, 0, 0, 0.999, 28, 7
8534, 7, 20, 0, -1, -1, -1, 48, 12
8535, 10, 10, 0, 0, 0, 0.999, 10, 5
8536, 10, 0, 3, 0, 0, 0.999, 10, 3.33333
8537, 9, 9, 1, 0, 0, 0.999, 19, 4.75
8538, 10, 9, 1, 0, 0, 0.999, 28, 5.6
8539, 8, 9, 2, 0, 0, 0.999, 37, 6.16667
8540, 5, 9, 2, 0, 0, 0.999, 46, 6.57143
8541, 7, 20, 0, -1, -1, -1, 66, 9.42857
8542, 10, 10, 0, 0, 0, 0.999, 10, 5
8543, 10, 0, 3, 0, 0, 0.999, 10, 3.33333
8544, 9, 9, 1, 0, 0, 0.999, 19, 4.75
8545, 10, 9, 1, 0, 0, 0.999, 28, 5.6
8546, 8, 9, 1, 0, 0, 0.999, 37, 6.16667
8547, 10, 9, 3, 0, 0, 0.999, 46, 6.57143
8548, 8, 9, 2, 0, 0, 0.999, 55, 6.875
8549, 5, 9, 2, 0, 0, 0.999, 64, 7.11111
8550, 7, 20, 0, -1, -1, -1, 84, 9.33333
8551, 10, 10, 1, 0, 0, 0.999, 10, 5
8552, 8, 9, 1, 0, 0, 0.999, 19, 6.33333
8553, 10, 9, 1, 0, 0, 0.999, 28, 7
8554, 12, 9, 2, 0, 0, 0.999, 37, 7.4
8555, 5, 9, 1, 0, 0, 0.999, 46, 7.66667
8556, 5, 0, 0, 0, 0, 0.999, 46, 6.57143
8557, 12, 9, 0, 0, 0, 0.999, 55, 6.875
8558, 12, 0, 0, 0, 0, 0.999, 55, 6.11111
8559, 12, 0, 2, 0, 0, 0.999, 55, 5.5
8560, 5, 9, 0, 0, 0, 0.999, 64, 5.81818
8561, 12, 9, 3, 0, 0, 0.999, 73, 6.08333
8562, 10, 9, 1, 0, 0, 0.999, 82, 6.30769
8563, 12, 9, 1, 0, 0, 0.999, 91, 6.5
8564, 12, 0, 1, 0, 0, 0.999, 91, 6.06667
8565, 12, 0, 3, 0, 0, 0.999, 91, 5.6875
8566, 10, 9, 3, 0, 0, 0.999, 100, 5.88235
8567, 8, 9, 2, 0, 0, 0.999, 109, 6.05556
8568, 5, 9, 2, 0, 0, 0.999, 118, 6.21053
8569, 7, 20, 0, -1, -1, -1, 138, 7.26316
8570, 10, 10, 1, 0, 0, 0.999, 10, 5
8571, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8572, 5, 9, 2, 0, 0, 0.999, 28, 7
8573, 7, 20, 0, -1, -1, -1, 48, 12
8574, 10, 10, 2, 0, 0, 0.999, 10, 5
8575, 10, 0, 1, 0, 0, 0.999, 10, 3.33333
8576, 8, 9, 2, 0, 0, 0.999, 19, 4.75
8577, 5, 9, 2, 0, 0, 0.999, 28, 5.6
8578, 7, 20, 0, -1, -1, -1, 48, 9.6
8579, 10, 10, 1, 0, 0, 0.999, 10, 5
8580, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8581, 5, 9, 2, 0, 0, 0.999, 28, 7
8582, 7, 20, 0, -1, -1, -1, 48, 12
8583, 10, 10, 1, 0, 0, 0.999, 10, 5
8584, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8585, 5, 9, 2, 0, 0, 0.999, 28, 7
8586, 7, 20, 0, -1, -1, -1, 48, 12
8587, 10, 10, 3, 0, 0, 0.999, 10, 5
8588, 9, 9, 1, 0, 0, 0.999, 19, 6.33333
8589, 10, 9, 1, 0, 0, 0.999, 28, 7
8590, 8, 9, 2, 0, 0, 0.999, 37, 7.4
8591, 5, 9, 2, 0, 0, 0.999, 46, 7.66667
8592, 7, 20, 0, -1, -1, -1, 66, 11
8593, 10, 10, 0, 0, 0, 0.999, 10, 5
8594, 10, 0, 1, 0, 0, 0.999, 10, 3.33333
8595, 8, 9, 2, 0, 0, 0.999, 19, 4.75
8596, 5, 9, 2, 0, 0, 0.999, 28, 5.6
8597, 7, 20, 0, -1, -1, -1, 48, 9.6
8598, 10, 10, 1, 0, 0, 0.999, 10, 5
8599, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8600, 5, 9, 2, 0, 0, 0.999, 28, 7
8601, 7, 20, 0, -1, -1, -1, 48, 12
8602, 10, 10, 1, 0, 0, 0.999, 10, 5
8603, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8604, 5, 9, 2, 0, 0, 0.999, 28, 7
8605, 7, 20, 0, -1, -1, -1, 48, 12
8606, 10, 10, 1, 0, 0, 0.999, 10, 5
8607, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8608, 5, 9, 2, 0, 0, 0.999, 28, 7
8609, 7, 20, 0, -1, -1, -1, 48, 12
8610, 10, 10, 1, 0, 0, 0.999, 10, 5
8611, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8612, 5, 9, 2, 0, 0, 0.999, 28, 7
8613, 7, 20, 0, -1, -1, -1, 48, 12
8614, 10, 10, 1, 0, 0, 0.999, 10, 5
8615, 8, 9, 0, 0, 0, 0.999, 19, 6.33333
8616, 8, 0, 2, 0, 0, 0.999, 19, 4.75
8617, 5, 9, 2, 0, 0, 0.999, 28, 5.6
8618, 7, 20, 0, -1, -1, -1, 48, 9.6
8619, 10, 10, 1, 0, 0, 0.999, 10, 5
8620, 8, 9, 0, 0, 0, 0.999, 19, 6.33333
8621, 8, 0, 3, 0, 0, 0.999, 19, 4.75
8622, 10, 9, 1, 0, 0, 0.999, 28, 5.6
8623, 8, 9, 2, 0, 0, 0.999, 37, 6.16667
8624, 5, 9, 2, 0, 0, 0.999, 46, 6.57143
8625, 7, 20, 0, -1, -1, -1, 66, 9.42857
8626, 10, 10, 1, 0, 0, 0.999, 10, 5
8627, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8628, 5, 9, 2, 0, 0, 0.999, 28, 7
8629, 7, 20, 0, -1, -1, -1, 48, 12
8630, 10, 10, 1, 0, 0, 0.999, 10, 5
8631, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8632, 5, 9, 2, 0, 0, 0.999, 28, 7
8633, 7, 20, 0, -1, -1, -1, 48, 12
8634, 10, 10, 2, 0, 0, 0.999, 10, 5
8635, 10, 0, 3, 0, 0, 0.999, 10, 3.33333
8636, 9, 9, 1, 0, 0, 0.999, 19, 4.75
8637, 10, 9, 1, 0, 0, 0.999, 28, 5.6
8638, 8, 9, 2, 0, 0, 0.999, 37, 6.16667
8639, 5, 9, 2, 0, 0, 0.999, 46, 6.57143
8640, 7, 20, 0, -1, -1, -1, 66, 9.42857
8641, 10, 10, 1, 0, 0, 0.999, 10, 5
8642, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8643, 5, 9, 2, 0, 0, 0.999, 28, 7
8644, 7, 20, 0, -1, -1, -1, 48, 12
8645, 10, 10, 1, 0, 0, 0.999, 10, 5
8646, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8647, 5, 9, 2, 0, 0, 0.999, 28, 7
8648, 7, 20, 0, -1, -1, -1, 48, 12
8649, 10, 10, 1, 0, 0, 0.999, 10, 5
8650, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8651, 5, 9, 2, 0, 0, 0.999, 28, 7
8652, 7, 20, 0, -1, -1, -1, 48, 12
8653, 10, 10, 2, 0, 0, 0.999, 10, 5
8654, 10, 0, 2, 0, 0, 0.999, 10, 3.33333
8655, 10, 0, 0, 0, 0, 0.999, 10, 2.5
8656, 10, 0, 2, 0, 0, 0.999, 10, 2
8657, 10, 0, 0, 0, 0, 0.999, 10, 1.66667
8658, 10, 0, 0, 0, 0, 0.999, 10, 1.42857
8659, 10, 0, 1, 0, 0, 0.999, 10, 1.25
8660, 8, 9, 2, 0, 0, 0.999, 19, 2.11111
8661, 5, 9, 2, 0, 0, 0.999, 28, 2.8
8662, 7, 20, 0, -1, -1, -1, 48, 4.8
8663, 10, 10, 3, 0, 0, 0.999, 10, 5
8664, 9, 9, 2, 0, 0, 0.999, 19, 6.33333
8665, 5, 9, 1, 0, 0, 0.999, 28, 7
8666, 5, 0, 2, 0, 0, 0.999, 28, 5.6
8667, 7, 9, 0, 0, 0, 0.999, 37, 6.16667
8668, 5, 9, 2, 0, 0, 0.999, 46, 6.57143
8669, 7, 9, 2, 0, 0, 0.999, 55, 6.875
8670, 7, 0, 0, 0, 0, 0.999, 55, 6.11111
8671, 5, 9, 3, 0, 0, 0.999, 64, 6.4
8672, 5, 0, 2, 0, 0, 0.999, 64, 5.81818
8673, 7, 9, 2, 0, 0, 0.999, 73, 6.08333
8674, 7, 0, 0, 0, 0, 0.999, 73, 5.61538
8675, 5, 9, 0, 0, 0, 0.999, 82, 5.85714
8676, 9, 9, 1, 0, 0, 0.999, 91, 6.06667
8677, 10, 9, 1, 0, 0, 0.999, 100, 6.25
8678, 8, 9, 2, 0, 0, 0.999, 109, 6.41176
8679, 5, 9, 2, 0, 0, 0.999, 118, 6.55556
8680, 7, 20, 0, -1, -1, -1, 138, 7.66667
8681, 10, 10, 2, 0, 0, 0.999, 10, 5
8682, 10, 0, 2, 0, 0, 0.999, 10, 3.33333
8683, 10, 0, 0, 0, 0, 0.999, 10, 2.5
8684, 10, 0, 3, 0, 0, 0.999, 10, 2
8685, 9, 9, 2, 0, 0, 0.999, 19, 3.16667
8686, 5, 9, 1, 0, 0, 0.999, 28, 4
8687, 5, 0, 2, 0, 0, 0.999, 28, 3.5
8688, 7, 9, 0, 0, 0, 0.999, 37, 4.11111
8689, 5, 9, 0, 0, 0, 0.999, 46, 4.6
8690, 9, 9, 2, 0, 0, 0.999, 55, 5
8691, 5, 9, 1, 0, 0, 0.999, 64, 5.33333
8692, 5, 0, 3, 0, 0, 0.999, 64, 4.92308
8693, 5, 0, 2, 0, 0, 0.999, 64, 4.57143
8694, 7, 9, 0, 0, 0, 0.999, 73, 4.86667
8695, 5, 9, 0, 0, 0, 0.999, 82, 5.125
8696, 9, 9, 1, 0, 0, 0.999, 91, 5.35294
8697, 10, 9, 1, 0, 0, 0.999, 100, 5.55556
8698, 8, 9, 2, 0, 0, 0.999, 109, 5.73684
8699, 5, 9, 2, 0, 0, 0.999, 118, 5.9
8700, 7, 20, 0, -1, -1, -1, 138, 6.9
8701, 10, 10, 3, 0, 0, 0.999, 10, 5
8702, 9, 9, 1, 0, 0, 0.999, 19, 6.33333
8703, 10, 9, 1, 0, 0, 0.999, 28, 7
8704, 8, 9, 1, 0, 0, 0.999, 37, 7.4
8705, 10, 9, 3, 0, 0, 0.999, 46, 7.66667
8706, 8, 9, 3, 0, 0, 0.999, 55, 7.85714
8707, 10, 9, 1, 0, 0, 0.999, 64, 8
8708, 8, 9, 2, 0, 0, 0.999, 73, 8.11111
8709, 5, 9, 2, 0, 0, 0.999, 82, 8.2
8710, 7, 20, 0, -1, -1, -1, 102, 10.2
8711, 10, 10, 2, 0, 0, 0.999, 10, 5
8712, 10, 0, 0, 0, 0, 0.999, 10, 3.33333
8713, 10, 0, 1, 0, 0, 0.999, 10, 2.5
8714, 8, 9, 2, 0, 0, 0.999, 19, 3.8
8715, 5, 9, 2, 0, 0, 0.999, 28, 4.66667
8716, 7, 20, 0, -1, -1, -1, 48, 8
8717, 10, 10, 1, 0, 0, 0.999, 10, 5
8718, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8719, 5, 9, 2, 0, 0, 0.999, 28, 7
8720, 7, 20, 0, -1, -1, -1, 48, 12
8721, 10, 10, 1, 0, 0, 0.999, 10, 5
8722, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8723, 5, 9, 2, 0, 0, 0.999, 28, 7
8724, 7, 20, 0, -1, -1, -1, 48, 12
8725, 10, 10, 1, 0, 0, 0.999, 10, 5
8726, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8727, 5, 9, 2, 0, 0, 0.999, 28, 7
8728, 7, 20, 0, -1, -1, -1, 48, 12
8729, 10, 10, 1, 0, 0, 0.999, 10, 5
8730, 8, 9, 1, 0, 0, 0.999, 19, 6.33333
8731, 10, 9, 3, 0, 0, 0.999, 28, 7
8732, 8, 9, 2, 0, 0, 0.999, 37, 7.4
8733, 5, 9, 2, 0, 0, 0.999, 46, 7.66667
8734, 7, 20, 0, -1, -1, -1, 66, 11
8735, 10, 10, 1, 0, 0, 0.999, 10, 5
8736, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8737, 5, 9, 2, 0, 0, 0.999, 28, 7
8738, 7, 20, 0, -1, -1, -1, 48, 12
8739, 10, 10, 1, 0, 0, 0.999, 10, 5
8740, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8741, 5, 9, 2, 0, 0, 0.999, 28, 7
8742, 7, 20, 0, -1, -1, -1, 48, 12
8743, 10, 10, 1, 0, 0, 0.999, 10, 5
8744, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8745, 5, 9, 2, 0, 0, 0.999, 28, 7
8746, 7, 20, 0, -1, -1, -1, 48, 12
8747, 10, 10, 1, 0, 0, 0.999, 10, 5
8748, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8749, 5, 9, 2, 0, 0, 0.999, 28, 7
8750, 7, 20, 0, -1, -1, -1, 48, 12
8751, 10, 10, 2, 0, 0, 0.999, 10, 5
8752, 10, 0, 1, 0, 0, 0.999, 10, 3.33333
8753, 8, 9, 2, 0, 0, 0.999, 19, 4.75
8754, 5, 9, 2, 0, 0, 0.999, 28, 5.6
8755, 7, 20, 0, -1, -1, -1, 48, 9.6
8756, 10, 10, 1, 0, 0, 0.999, 10, 5
8757, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8758, 5, 9, 2, 0, 0, 0.999, 28, 7
8759, 7, 20, 0, -1, -1, -1, 48, 12
8760, 10, 10, 1, 0, 0, 0.999, 10, 5
8761, 8, 9, 1, 0, 0, 0.999, 19, 6.33333
8762, 10, 9, 1, 0, 0, 0.999, 28, 7
8763, 12, 9, 1, 0, 0, 0.999, 37, 7.4
8764, 12, 0, 0, 0, 0, 0.999, 37, 6.16667
8765, 12, 0, 3, 0, 0, 0.999, 37, 5.28571
8766, 10, 9, 3, 0, 0, 0.999, 46, 5.75
8767, 8, 9, 2, 0, 0, 0.999, 55, 6.11111
8768, 5, 9, 2, 0, 0, 0.999, 64, 6.4
8769, 7, 20, 0, -1, -1, -1, 84, 8.4
8770, 10, 10, 3, 0, 0, 0.999, 10, 5
8771, 9, 9, 2, 0, 0, 0.999, 19, 6.33333
8772, 5, 9, 0, 0, 0, 0.999, 28, 7
8773, 9, 9, 3, 0, 0, 0.999, 37, 7.4
8774, 9, 0, 1, 0, 0, 0.999, 37, 6.16667
8775, 10, 9, 3, 0, 0, 0.999, 46, 6.57143
8776, 9, 9, 1, 0, 0, 0.999, 55, 6.875
8777, 10, 9, 1, 0, 0, 0.999, 64, 7.11111
8778, 8, 9, 2, 0, 0, 0.999, 73, 7.3
8779, 5, 9, 2, 0, 0, 0.999, 82, 7.45455
8780, 7, 20, 0, -1, -1, -1, 102, 9.27273
8781, 10, 10, 1, 0, 0, 0.999, 10, 5
8782, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8783, 5, 9, 2, 0, 0, 0.999, 28, 7
8784, 7, 20, 0, -1, -1, -1, 48, 12
8785, 10, 10, 1, 0, 0, 0.999, 10, 5
8786, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8787, 5, 9, 2, 0, 0, 0.999, 28, 7
8788, 7, 20, 0, -1, -1, -1, 48, 12
8789, 10, 10, 1, 0, 0, 0.999, 10, 5
8790, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8791, 5, 9, 2, 0, 0, 0.999, 28, 7
8792, 7, 20, 0, -1, -1, -1, 48, 12
8793, 10, 10, 1, 0, 0, 0.999, 10, 5
8794, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8795, 5, 9, 2, 0, 0, 0.999, 28, 7
8796, 7, 20, 0, -1, -1, -1, 48, 12
8797, 10, 10, 3, 0, 0, 0.999, 10, 5
8798, 9, 9, 3, 0, 0, 0.999, 19, 6.33333
8799, 9, 0, 1, 0, 0, 0.999, 19, 4.75
8800, 10, 9, 1, 0, 0, 0.999, 28, 5.6
8801, 8, 9, 3, 0, 0, 0.999, 37, 6.16667
8802, 10, 9, 1, 0, 0, 0.999, 46, 6.57143
8803, 8, 9, 0, 0, 0, 0.999, 55, 6.875
8804, 8, 0, 1, 0, 0, 0.999, 55, 6.11111
8805, 10, 9, 3, 0, 0, 0.999, 64, 6.4
8806, 8, 9, 3, 0, 0, 0.999, 73, 6.63636
8807, 10, 9, 2, 0, 0, 0.999, 82, 6.83333
8808, 10, 0, 1, 0, 0, 0.999, 82, 6.30769
8809, 8, 9, 2, 0, 0, 0.999, 91, 6.5
8810, 5, 9, 2, 0, 0, 0.999, 100, 6.66667
8811, 7, 20, 0, -1, -1, -1, 120, 8
8812, 10, 10, 1, 0, 0, 0.999, 10, 5
8813, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8814, 5, 9, 2, 0, 0, 0.999, 28, 7
8815, 7, 20, 0, -1, -1, -1, 48, 12
8816, 10, 10, 1, 0, 0, 0.999, 10, 5
8817, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8818, 5, 9, 2, 0, 0, 0.999, 28, 7
8819, 7, 20, 0, -1, -1, -1, 48, 12
8820, 10, 10, 2, 0, 0, 0.999, 10, 5
8821, 10, 0, 1, 0, 0, 0.999, 10, 3.33333
8822, 8, 9, 2, 0, 0, 0.999, 19, 4.75
8823, 5, 9, 2, 0, 0, 0.999, 28, 5.6
8824, 7, 20, 0, -1, -1, -1, 48, 9.6
8825, 10, 10, 1, 0, 0, 0.999, 10, 5
8826, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8827, 5, 9, 2, 0, 0, 0.999, 28, 7
8828, 7, 20, 0, -1, -1, -1, 48, 12
8829, 10, 10, 3, 0, 0, 0.999, 10, 5
8830, 9, 9, 1, 0, 0, 0.999, 19, 6.33333
8831, 10, 9, 1, 0, 0, 0.999, 28, 7
8832, 8, 9, 2, 0, 0, 0.999, 37, 7.4
8833, 5, 9, 2, 0, 0, 0.999, 46, 7.66667
8834, 7, 20, 0, -1, -1, -1, 66, 11
8835, 10, 10, 0, 0, 0, 0.999, 10, 5
8836, 10, 0, 3, 0, 0, 0.999, 10, 3.33333
8837, 9, 9, 1, 0, 0, 0.999, 19, 4.75
8838, 10, 9, 1, 0, 0, 0.999, 28, 5.6
8839, 8, 9, 3, 0, 0, 0.999, 37, 6.16667
8840, 10, 9, 2, 0, 0, 0.999, 46, 6.57143
8841, 10, 0, 0, 0, 0, 0.999, 46, 5.75
8842, 10, 0, 3, 0, 0, 0.999, 46, 5.11111
8843, 9, 9, 0, 0, 0, 0.999, 55, 5.5
8844, 9, 0, 3, 0, 0, 0.999, 55, 5
8845, 9, 0, 1, 0, 0, 0.999, 55, 4.58333
8846, 10, 9, 1, 0, 0, 0.999, 64, 4.92308
8847, 8, 9, 2, 0, 0, 0.999, 73, 5.21429
8848, 5, 9, 2, 0, 0, 0.999, 82, 5.46667
8849, 7, 20, 0, -1, -1, -1, 102, 6.8
8850, 10, 10, 1, 0, 0, 0.999, 10, 5
8851, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8852, 5, 9, 2, 0, 0, 0.999, 28, 7
8853, 7, 20, 0, -1, -1, -1, 48, 12
8854, 10, 10, 1, 0, 0, 0.999, 10, 5
8855, 8, 9, 1, 0, 0, 0.999, 19, 6.33333
8856, 10, 9, 3, 0, 0, 0.999, 28, 7
8857, 8, 9, 2, 0, 0, 0.999, 37, 7.4
8858, 5, 9, 2, 0, 0, 0.999, 46, 7.66667
8859, 7, 20, 0, -1, -1, -1, 66, 11
8860, 10, 10, 1, 0, 0, 0.999, 10, 5
8861, 8, 9, 2, 0, 0, 0.999, 19, 6.33333
8862, 5, 9, 2, 0, 0, 0.999, 28, 7
8863, 7, 20, 0, -1, -1, -1, 48, 12
8864, 10, 10, 1, 0, 0, 0.999, 10, 5
8865, 8, 9, 3, 0, 0, 0.999, 19, 6.33333
8866, 10, 9, 0, 0, 0, 0.999, 28, 7
8867, 10, 0, 2, 0, 0, 0.999, 28, 5.6
8868, 10, 0, 0, 0, 0, 0.999, 28, 4.66667
8869, 10, 0, 1, 0, 0, 0.999, 28, 4
8870, 8, 9, 2, 0, 0, 0.999, 37, 4.625
